iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
COM,Africa,Comoros,2020-11-13,574.0,0.0,2.429,7.0,0.0,0.0,646.065,0.0,2.733,7.879,0.0,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888456.0,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,,,,
COM,Africa,Comoros,2020-11-14,579.0,5.0,2.286,7.0,0.0,0.0,651.692,5.628,2.573,7.879,0.0,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888456.0,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,,,,
COM,Africa,Comoros,2020-11-15,579.0,0.0,2.286,7.0,0.0,0.0,651.692,0.0,2.573,7.879,0.0,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888456.0,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,,,,
COM,Africa,Comoros,2020-11-16,579.0,0.0,2.286,7.0,0.0,0.0,651.692,0.0,2.573,7.879,0.0,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888456.0,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,,,,
COM,Africa,Comoros,2020-11-17,591.0,12.0,3.143,7.0,0.0,0.0,665.199,13.507,3.537,7.879,0.0,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888456.0,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,,,,
COM,Africa,Comoros,2020-11-18,591.0,0.0,3.143,7.0,0.0,0.0,665.199,0.0,3.537,7.879,0.0,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888456.0,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,,,,
COM,Africa,Comoros,2020-11-19,592.0,1.0,2.571,7.0,0.0,0.0,666.325,1.126,2.894,7.879,0.0,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888456.0,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,,,,
COM,Africa,Comoros,2020-11-20,592.0,0.0,2.571,7.0,0.0,0.0,666.325,0.0,2.894,7.879,0.0,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888456.0,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,,,,
COM,Africa,Comoros,2020-11-21,596.0,4.0,2.429,7.0,0.0,0.0,670.827,4.502,2.733,7.879,0.0,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888456.0,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,,,,
COM,Africa,Comoros,2020-11-22,596.0,0.0,2.429,7.0,0.0,0.0,670.827,0.0,2.733,7.879,0.0,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888456.0,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,,,,
